year,sex,age,marst,race,raced,hispan,hispand,speakeng,hcovany
2019,male,43,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,84,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,25,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,33,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,41,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,60,never married/single,white,white,cuban,cuban,"yes, speaks well",with health insurance coverage
2019,male,43,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,27,never married/single,other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,27,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,43,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,53,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,82,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,47,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,does not speak english,no health insurance coverage
2019,male,13,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,57,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,66,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,25,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,19,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,1,never married/single,white,white,puerto rican,puerto rican,n/a (blank),with health insurance coverage
2019,female,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,63,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,68,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,34,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,66,widowed,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,21,never married/single,"other race, nec","other race, n.e.c",puerto rican,puerto rican,"yes, speaks very well",with health insurance coverage
2019,male,2,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,28,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,24,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,82,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,25,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,3,never married/single,two major races,white and black,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,22,never married/single,white,white,other,dominican,"yes, speaks very well",with health insurance coverage
2019,male,27,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,64,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,1,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,2,never married/single,black/african american,black/african american,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,14,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks well",no health insurance coverage
2019,female,34,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,76,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,33,divorced,white,white,mexican,mexican,"yes, speaks only english",no health insurance coverage
2019,male,58,"married, spouse present",white,white,puerto rican,puerto rican,"yes, speaks only english",with health insurance coverage
2019,male,68,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,25,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,1,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,2,never married/single,"other race, nec","other race, n.e.c",other,"central american, n.e.c",n/a (blank),with health insurance coverage
2019,male,31,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,72,divorced,"other race, nec","other race, n.e.c",not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,9,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,19,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,72,widowed,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,22,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,52,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,82,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,"married, spouse present",chinese,chinese,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,divorced,other asian or pacific islander,vietnamese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,51,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,36,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,16,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,11,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks well",with health insurance coverage
2019,male,16,never married/single,two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,57,"married, spouse present",white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,68,never married/single,white,white,puerto rican,puerto rican,"yes, speaks very well",no health insurance coverage
2019,female,48,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,24,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,83,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,55,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,11,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,33,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,35,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,19,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,53,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,71,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,33,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,5,never married/single,other asian or pacific islander,vietnamese,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,58,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,3,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,59,"married, spouse present",american indian or alaska native,"2+ amer. indian tribes (2000,acs)",not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,35,separated,white,white,puerto rican,puerto rican,"yes, speaks very well",no health insurance coverage
2019,male,65,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,42,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,48,"married, spouse present",three or more major races,"white, black, aian",not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,34,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,36,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,65,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,7,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,24,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,49,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,48,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,3,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,66,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,23,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,52,divorced,"other race, nec","other race, n.e.c",other,dominican,"yes, speaks very well",with health insurance coverage
2019,female,67,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,42,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,31,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,53,divorced,two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,40,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,51,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks well",no health insurance coverage
2019,male,71,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,47,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,47,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,27,never married/single,black/african american,black/african american,other,colombian,"yes, speaks only english",no health insurance coverage
2019,male,33,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,44,"married, spouse present",white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,63,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,70,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,80,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,45,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,57,"married, spouse absent",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,75,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,70,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,35,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,79,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,less than 1 year old,never married/single,white,white,mexican,mexican,n/a (blank),with health insurance coverage
2019,female,87,divorced,white,white,not hispanic,not hispanic,"yes, but not well",with health insurance coverage
2019,female,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,51,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,48,"married, spouse present",chinese,chinese,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,39,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,2,never married/single,white,white,mexican,mexican,n/a (blank),with health insurance coverage
2019,male,63,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,20,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,34,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,59,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,does not speak english,no health insurance coverage
2019,female,57,"married, spouse absent",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,73,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,58,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,31,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,40,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,59,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,15,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,51,divorced,white,white,puerto rican,puerto rican,"yes, speaks very well",with health insurance coverage
2019,male,31,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,1,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,29,never married/single,black/african american,black/african american,puerto rican,puerto rican,"yes, speaks only english",no health insurance coverage
2019,male,42,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,29,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,51,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,48,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,40,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks well",with health insurance coverage
2019,male,14,never married/single,two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,82,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,60,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,87,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,52,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,37,"married, spouse present","other race, nec","other race, n.e.c",other,dominican,"yes, speaks very well",with health insurance coverage
2019,male,19,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,78,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,51,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,52,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,23,never married/single,"other race, nec","other race, n.e.c",other,ecuadorian,"yes, speaks very well",with health insurance coverage
2019,male,51,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,8,never married/single,other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,67,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,70,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,40,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,67,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,64,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,81,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,57,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,80,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,22,never married/single,"other race, nec","other race, n.e.c",other,dominican,"yes, speaks very well",with health insurance coverage
2019,female,78,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,56,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,24,never married/single,two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,45,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,22,never married/single,white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,83,"married, spouse present",other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,15,never married/single,two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,76,widowed,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,22,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,51,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,32,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,36,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,48,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,20,never married/single,two major races,white and other race write_in,other,colombian,"yes, speaks only english",with health insurance coverage
2019,female,19,never married/single,other asian or pacific islander,bangladeshi,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,34,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,28,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,70,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,9,never married/single,white,white,puerto rican,puerto rican,"yes, speaks very well",with health insurance coverage
2019,female,75,widowed,white,white,mexican,mexican,does not speak english,with health insurance coverage
2019,male,41,"married, spouse present",white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,15,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,72,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,61,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,15,never married/single,other asian or pacific islander,sri lankan,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,63,"married, spouse absent","other race, nec","other race, n.e.c",mexican,mexican,does not speak english,with health insurance coverage
2019,male,31,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,35,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,67,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,29,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,61,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,17,never married/single,white,white,other,chilean,"yes, speaks only english",with health insurance coverage
2019,male,28,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,2,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),no health insurance coverage
2019,female,74,widowed,white,white,mexican,mexican,"yes, speaks well",with health insurance coverage
2019,female,60,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,30,divorced,white,white,cuban,cuban,"yes, speaks very well",with health insurance coverage
2019,female,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,61,"married, spouse present","other race, nec","other race, n.e.c",other,guatemalan,"yes, but not well",with health insurance coverage
2019,female,68,divorced,white,white,mexican,mexican,"yes, but not well",with health insurance coverage
2019,female,60,divorced,white,white,not hispanic,not hispanic,does not speak english,with health insurance coverage
2019,male,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,61,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,8,never married/single,american indian or alaska native,navajo,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,18,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,7,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,25,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,46,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,32,"married, spouse absent",white,white,other,salvadoran,"yes, but not well",no health insurance coverage
2019,female,74,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,63,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,22,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,27,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,57,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,28,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,73,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,59,"married, spouse present",two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,69,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,55,divorced,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,65,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,83,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,45,divorced,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",no health insurance coverage
2019,female,13,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,59,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,6,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,41,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,89,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,64,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
