year,month,day,dep_time,sched_dep_time,arr_time,sched_arr_time,distance,origin,dest
2013,3,13,1110.0,1115,1229.0,1255,764,LGA,BNA
2013,1,21,835.0,840,1144.0,1204,1068,EWR,RSW
2013,5,2,2059.0,2045,2301.0,2313,1182,JFK,MSY
2013,6,8,912.0,918,1150.0,1204,944,JFK,MCO
2013,1,23,2151.0,2159,2258.0,2315,266,EWR,BTV
2013,5,6,1548.0,1452,1747.0,1709,1182,JFK,MSY
2013,3,24,1523.0,1530,1710.0,1725,483,JFK,CMH
2013,9,22,1358.0,1359,1658.0,1703,2465,JFK,LGB
2013,3,13,1307.0,1315,1500.0,1520,502,LGA,DTW
2013,10,24,1153.0,1159,1502.0,1514,1096,LGA,MIA
2013,10,26,623.0,625,921.0,935,1411,EWR,HOU
2013,7,22,1152.0,1153,1410.0,1421,820,EWR,JAX
2013,5,5,1856.0,1900,2051.0,2100,544,LGA,CLT
2013,9,12,2009.0,1347,2317.0,1631,1372,EWR,DFW
2013,7,3,1931.0,1800,2155.0,2039,762,LGA,ATL
2013,6,25,631.0,634,824.0,845,642,EWR,SDF
2013,12,20,1915.0,1915,2207.0,2219,944,JFK,MCO
2013,11,17,1757.0,1745,2128.0,2104,2425,EWR,SAN
2013,11,1,1839.0,1804,2104.0,2034,746,EWR,ATL
2013,2,22,1125.0,1130,1346.0,1334,544,LGA,CLT
2013,1,20,1014.0,1025,1314.0,1231,488,EWR,DTW
2013,11,18,1833.0,1837,1956.0,2009,301,JFK,BUF
2013,12,17,1215.0,1203,1602.0,1504,1400,EWR,IAH
2013,10,15,1732.0,1735,1929.0,1946,544,LGA,CLT
2013,2,15,1505.0,1505,1958.0,2000,1598,JFK,SJU
2013,8,22,1826.0,1819,2107.0,2118,1028,JFK,PBI
2013,5,28,646.0,645,849.0,914,1605,EWR,DEN
2013,6,26,2244.0,2245,50.0,3,264,JFK,ROC
2013,4,17,1850.0,1615,2105.0,1840,762,LGA,ATL
2013,2,14,1856.0,1903,2014.0,2022,277,EWR,RIC
2013,4,24,752.0,759,1049.0,1109,1096,LGA,MIA
2013,1,9,756.0,759,1108.0,1115,1372,EWR,DFW
2013,9,22,948.0,940,1057.0,1110,725,LGA,MDW
2013,12,26,1519.0,1449,1824.0,1757,1065,EWR,FLL
2013,1,1,2050.0,1959,2229.0,2144,427,JFK,RDU
2013,10,5,1124.0,1130,1324.0,1329,1008,EWR,MSP
2013,4,15,1618.0,1620,1906.0,1923,944,JFK,MCO
2013,3,22,558.0,600,901.0,856,1065,EWR,FLL
2013,2,27,1357.0,1359,1639.0,1638,760,JFK,ATL
2013,8,5,1710.0,1711,2022.0,2039,2576,JFK,OAK
2013,5,26,854.0,855,1059.0,1120,762,LGA,ATL
2013,6,12,2021.0,1903,2158.0,2025,748,EWR,BNA
2013,10,29,1023.0,951,1244.0,1207,1605,EWR,DEN
2013,4,6,745.0,750,918.0,920,764,LGA,BNA
2013,2,2,622.0,630,746.0,810,733,LGA,ORD
2013,7,2,1453.0,1455,1722.0,1710,509,JFK,DTW
2013,10,21,739.0,737,920.0,915,445,EWR,GSO
2013,6,13,1759.0,1800,2027.0,1950,479,LGA,CMH
2013,6,26,2337.0,2130,238.0,14,1076,LGA,FLL
2013,10,25,1135.0,1140,1418.0,1430,997,EWR,TPA
2013,6,16,646.0,651,845.0,855,1605,EWR,DEN
2013,4,9,656.0,700,1005.0,1027,1990,JFK,SLC
2013,6,27,1635.0,1633,2014.0,1916,1400,EWR,IAH
2013,8,4,1500.0,1505,1639.0,1638,719,EWR,ORD
2013,8,2,700.0,705,810.0,820,748,EWR,BNA
2013,2,28,1428.0,1430,1729.0,1725,1400,EWR,IAH
2013,12,14,815.0,830,1100.0,1040,569,EWR,CVG
2013,1,6,807.0,810,914.0,925,187,JFK,BOS
2013,9,17,1858.0,1900,2100.0,2131,1626,JFK,DEN
2013,7,20,1700.0,1700,1831.0,1845,290,JFK,ORF
2013,3,19,1638.0,1540,1851.0,1748,569,EWR,CVG
2013,2,21,1827.0,1835,1930.0,1950,184,JFK,BWI
2013,12,25,1843.0,1804,2141.0,2113,1400,EWR,IAH
2013,1,1,800.0,810,949.0,955,427,JFK,RDU
2013,12,16,1934.0,1820,2249.0,2145,2454,EWR,LAX
2013,11,6,1933.0,1940,2228.0,2243,1076,LGA,FLL
2013,11,28,827.0,830,1046.0,1052,760,JFK,ATL
2013,8,27,2107.0,2116,2238.0,2249,301,JFK,BUF
2013,11,13,805.0,814,1007.0,1042,1092,EWR,MCI
2013,6,27,1306.0,1259,1537.0,1534,762,LGA,ATL
2013,8,30,1911.0,1825,2035.0,2009,378,LGA,BGR
2013,12,4,1257.0,1300,1436.0,1428,719,EWR,ORD
2013,2,15,1658.0,1700,1759.0,1813,184,LGA,BOS
2013,4,14,1256.0,1305,1440.0,1455,479,LGA,CMH
2013,7,21,1508.0,1511,1722.0,1728,1620,LGA,DEN
2013,9,11,1823.0,1825,2253.0,2121,2446,JFK,SAN
2013,7,18,1155.0,1205,1425.0,1430,762,LGA,ATL
2013,9,2,1100.0,1055,1401.0,1358,1076,LGA,FLL
2013,4,4,943.0,950,1211.0,1205,549,LGA,DAY
2013,2,4,640.0,636,926.0,945,1065,EWR,FLL
2013,12,10,635.0,640,806.0,805,738,LGA,MKE
2013,2,24,1151.0,1155,1249.0,1304,187,JFK,BOS
2013,9,20,811.0,815,1043.0,1105,944,JFK,MCO
2013,10,16,1354.0,1355,1549.0,1550,544,LGA,CLT
2013,1,27,1920.0,1920,2343.0,2258,1990,JFK,SLC
2013,7,19,903.0,840,1111.0,1100,762,LGA,ATL
2013,5,22,1418.0,1415,1600.0,1619,636,JFK,CHS
2013,6,19,652.0,655,754.0,815,738,LGA,MKE
2013,10,21,1552.0,1555,1811.0,1805,589,JFK,CVG
2013,4,8,1436.0,1440,1732.0,1753,1076,LGA,FLL
2013,1,27,1831.0,1840,2052.0,2049,502,LGA,DTW
2013,12,20,815.0,800,1106.0,1026,1605,EWR,DEN
2013,10,18,2001.0,2001,2332.0,2248,1826,JFK,ABQ
2013,3,19,1100.0,1100,1415.0,1414,1076,LGA,FLL
2013,4,29,1604.0,1559,1906.0,1906,1065,EWR,FLL
2013,6,3,1554.0,1600,1930.0,1925,1096,LGA,MIA
2013,8,20,1021.0,1019,1207.0,1207,529,EWR,CLT
2013,1,28,2243.0,2107,55.0,2322,642,EWR,SDF
2013,6,22,1832.0,1830,2039.0,2041,502,LGA,DTW
2013,10,25,853.0,850,952.0,1006,187,JFK,BOS
2013,5,5,1805.0,1755,1912.0,1930,725,LGA,MDW
2013,10,12,1724.0,1736,1916.0,2004,1113,JFK,MCI
2013,6,21,923.0,930,1107.0,1136,1008,EWR,MSP
2013,5,9,2309.0,2105,43.0,2305,502,LGA,DTW
2013,5,3,2053.0,2100,2358.0,30,2475,JFK,LAX
2013,4,6,1808.0,1820,2048.0,2135,2402,EWR,SEA
2013,11,14,1942.0,1930,2243.0,2230,950,LGA,MCO
2013,3,15,1946.0,1935,2246.0,2242,1035,LGA,PBI
2013,4,1,729.0,730,830.0,849,200,EWR,BOS
2013,3,8,1956.0,1706,2241.0,2016,1069,JFK,FLL
2013,5,26,1725.0,1730,1919.0,1950,1183,LGA,MSY
2013,4,25,2159.0,2130,2329.0,2303,301,JFK,BUF
2013,4,17,1023.0,1030,1341.0,1405,2565,EWR,SFO
2013,7,27,1145.0,1155,1310.0,1310,764,LGA,BNA
2013,5,7,1512.0,1515,1750.0,1816,2454,EWR,LAX
2013,3,20,1541.0,1530,1906.0,1834,1010,LGA,TPA
2013,10,12,1123.0,1125,1240.0,1258,254,LGA,ROC
2013,9,5,558.0,600,825.0,901,2454,EWR,LAX
2013,3,24,859.0,900,1216.0,1220,2475,JFK,LAX
2013,7,25,2021.0,2025,2258.0,2321,1521,JFK,AUS
2013,4,5,1213.0,1145,1614.0,1451,1035,LGA,PBI
2013,6,21,1750.0,1640,1912.0,1815,765,JFK,BNA
2013,2,26,2245.0,2245,2354.0,2354,273,JFK,PWM
2013,3,3,2000.0,1845,2326.0,2210,2521,JFK,SMF
2013,11,11,1654.0,1700,1929.0,1958,950,LGA,MCO
2013,3,16,1730.0,1729,2029.0,2049,1089,JFK,MIA
2013,10,15,551.0,600,648.0,659,214,LGA,DCA
2013,8,21,2245.0,2245,2.0,3,264,JFK,ROC
2013,3,12,624.0,631,731.0,740,187,JFK,BOS
2013,12,13,1530.0,1500,1755.0,1730,762,LGA,ATL
2013,6,2,1427.0,1340,1636.0,1555,2133,EWR,PHX
2013,11,19,1311.0,1315,1644.0,1657,2153,JFK,PHX
2013,5,14,1432.0,1435,1552.0,1600,184,JFK,BWI
2013,3,24,634.0,630,1002.0,1040,1598,JFK,SJU
2013,3,11,1124.0,1130,1308.0,1339,1020,LGA,MSP
2013,9,28,1735.0,1734,1953.0,2000,762,LGA,ATL
2013,8,24,626.0,630,736.0,747,301,JFK,BUF
